onion_id	id	spotify_id	popularity	release	danceability	energy	key	mode	valence	tempo	duration_ms
onion::U0aWE15iG1qFq5oI	U0aWE15iG1qFq5oI	7l4um9WaXEJOpYmkrXsPsE	32.0	1982	0.342	0.6409999999999999	3.0	0.0	0.371	126.538	293533
onion::U286162nJUKz251r	U286162nJUKz251r	3Jirvz8n8qv015ewSt3VKg	30.0	2000	0.563	0.539	4.0	1.0	0.501	162.577	209213
onion::U5F4JMfzI49fpU4E	U5F4JMfzI49fpU4E	0nJW01T7XtvILxQgC5J7Wh	78.0	2012	0.612	0.28	0.0	1.0	0.387	72.795	213827
onion::U90yRb8snBETvTMt	U90yRb8snBETvTMt	6NBztDsn7hcWhUJSick8oD	40.0	2016	0.293	0.5820000000000001	7.0	1.0	0.313	92.303	159921
onion::U9vo5LiEHh7NJiGZ	U9vo5LiEHh7NJiGZ	4jKa7EZaP8UaEBp2ijfzk6	39.0	2011	0.65	0.975	1.0	1.0	0.906	119.989	243200
onion::UAtRoYJXZsq4AZEs	UAtRoYJXZsq4AZEs	0ey9VL7lFerteaCVvahKYV	50.0	2010	0.7040000000000001	0.391	5.0	1.0	0.687	87.95	309307
onion::UJP2ItYeIZDWBqVU	UJP2ItYeIZDWBqVU	7fx2rt43UfclOOulPwBYk2	48.0	2007	0.514	0.92	6.0	0.0	0.334	161.0	198227
onion::UOm3vJtSATn3MZZq	UOm3vJtSATn3MZZq	3ZGKe1PrwxQl6sCHwioCyE	28.0	1970	0.5820000000000001	0.195	9.0	0.0	0.198	113.027	204773
onion::UQETWJ8f69Kkkgn5	UQETWJ8f69Kkkgn5	5oQcOu1omDykbIPSdSQQNJ	66.0	2004	0.606	0.887	4.0	1.0	0.903	119.974	193000
onion::USPWwnrlK6YmCDK9	USPWwnrlK6YmCDK9	32uXfxJERzv4RK1gMLXbOA	39.0	1996	0.471	0.71	4.0	1.0	0.809	97.43	192493
onion::USxnLgstA31jmG6q	USxnLgstA31jmG6q	5ka2ajep9OAvU5Sgduhiex	66.0	2013	0.669	0.78	7.0	0.0	0.738	139.945	212333
onion::UVDs5yH0n4pKtuE9	UVDs5yH0n4pKtuE9	6rT1BTeBQvUW7U9JuuGTWv	34.0	2002	0.591	0.8079999999999999	9.0	0.0	0.544	148.006	241933
onion::UWYCB122h1fpdoU1	UWYCB122h1fpdoU1	4HCKl05ZpdAyijz1pCLQAm	26.0	1973	0.64	0.585	3.0	1.0	0.654	84.571	190707
onion::UXOdolAgjToZYmyj	UXOdolAgjToZYmyj	4oqF9y2thGJh7hFd1hqItt	50.0	1994	0.172	0.97	8.0	1.0	0.8809999999999999	182.451	157627
onion::UXPd5VeJtjvJdm6V	UXPd5VeJtjvJdm6V	3Bh6uInhcVBVvLraGZdkKD	63.0	1970	0.598	0.797	7.0	1.0	0.622	123.566	147493
onion::UdFmaIdiLCvS6MvG	UdFmaIdiLCvS6MvG	7MuPOXU2vjEe3Kh9LfbM5v	47.0	2016	0.393	0.951	3.0	1.0	0.324	99.213	239960
onion::Uf4mMBLV6w1qpgSa	Uf4mMBLV6w1qpgSa	2DK7xqyQA9YKRYtu0ZuvGl	43.0	2015	0.545	0.8909999999999999	7.0	1.0	0.5329999999999999	100.789	227627
onion::UfHxgZgBJRMLgWse	UfHxgZgBJRMLgWse	3vNFsxBbA4dPkymPF5Jm1b	51.0	2000	0.545	0.573	0.0	1.0	0.463	126.366	237067
onion::UfWU7FbchZUh2SnL	UfWU7FbchZUh2SnL	63whBV1w1nwXb5iAsDiw6H	31.0	2018	0.258	0.979	2.0	1.0	0.35600000000000004	152.029	134143
onion::Ujs6WyB792G3byY2	Ujs6WyB792G3byY2	3NLrRZoMF0Lx6zTlYqeIo4	71.0	2002	0.536	0.55	10.0	0.0	0.234	144.018	238560
onion::Uop8gPCwESlxWLBg	Uop8gPCwESlxWLBg	2ucFCqazVVhPKHDoaR73t8	39.0	2006	0.632	0.14	8.0	1.0	0.146	117.496	208107
onion::UpUgWZhPp9JKw1RC	UpUgWZhPp9JKw1RC	4PFiLGx8jAzcAJxwPLUeZ9	55.0	1966	0.483	0.275	0.0	1.0	0.31	138.063	240800
onion::UppwmIOhovfm7oAT	UppwmIOhovfm7oAT	65X2rKeXgVceqex382wfuL	51.0	2017	0.743	0.206	0.0	1.0	0.608	105.005	181428
onion::UrG5Rakz7u5jCgqS	UrG5Rakz7u5jCgqS	4tNru9iyE5azX7Lc6S9ypG	21.0	2016	0.442	0.466	6.0	0.0	0.373	90.611	347219
onion::UrXvpy9eCGULvKGi	UrXvpy9eCGULvKGi	0QCuMBeqdWkwFUTO1WlAjH	47.0	2006	0.616	0.41	1.0	1.0	0.324	129.498	99227
onion::Us5ImvrHwpmVM8tP	Us5ImvrHwpmVM8tP	5fr0ocIee7TpDCRWaK0002	37.0	2015	0.537	0.929	10.0	0.0	0.161	102.993	247000
onion::Uvswwvfa5JSpeVIJ	Uvswwvfa5JSpeVIJ	260qSIxwsIYmdq3wF5ac0e	43.0	2004	0.272	0.792	4.0	0.0	0.35600000000000004	184.133	223693
onion::Uy6M0EiakwA9MzvX	Uy6M0EiakwA9MzvX	5LaNmg2aCrRI015t09J1HJ	28.0	2012	0.6609999999999999	0.961	11.0	0.0	0.951	129.011	174068
onion::Uz1AfrTUlwzyskyv	Uz1AfrTUlwzyskyv	4COR2ZPEyUn0lsbAouRWxA	55.0	2016	0.274	0.721	7.0	1.0	0.0383	115.036	506763
onion::V16eWj1Wb8MRIShx	V16eWj1Wb8MRIShx	1k0GxoZYv3Yx5mNeXMOZN2	43.0	1981	0.603	0.851	0.0	0.0	0.627	143.218	286227
onion::V2ZPjbtFj7sMWXHL	V2ZPjbtFj7sMWXHL	3H3cOQ6LBLSvmcaV7QkZEu	55.0	2001	0.624	0.911	7.0	1.0	0.135	122.902	212547
onion::V3VSOmvSVY6T5dpg	V3VSOmvSVY6T5dpg	1e1JKLEDKP7hEQzJfNAgPl	73.0	2017	0.7909999999999999	0.581	11.0	0.0	0.438	162.99	181812
onion::V54XrffiQcYKlPeX	V54XrffiQcYKlPeX	1gvaxqNiJEbQzWPqs72kgG	53.0	2017	0.35700000000000004	0.69	1.0	1.0	0.308	116.91	197187
onion::V9rHqyye8SkKGmEh	V9rHqyye8SkKGmEh	4VtiqG418FJ7BtApmld9LQ	34.0	2007	0.404	0.65	0.0	0.0	0.284	174.798	230080
onion::VAfPQbtXvfEQaFr0	VAfPQbtXvfEQaFr0	45hOioMDJktr86iKDHC8gr	68.0	2007	0.56	0.959	7.0	1.0	0.67	163.983	216600
onion::VCFEdiDe9DmaHTQl	VCFEdiDe9DmaHTQl	3bnVBN67NBEzedqQuWrpP4	70.0	2015	0.655	0.632	2.0	1.0	0.447	120.113	188493
onion::VGTm9b4DyIvbbi33	VGTm9b4DyIvbbi33	3Tgo5Ucay80sGvph0uedTS	40.0	2016	0.499	0.105	7.0	1.0	0.177	103.383	215373
onion::VK00HrIz8H1nCQbH	VK00HrIz8H1nCQbH	2EGF4JrisrJ4D4HOdTyYEO	54.0	2010	0.405	0.95	6.0	1.0	0.383	139.715	296733
onion::VKvF5oSWmxCDL97f	VKvF5oSWmxCDL97f	60a0Rd6pjrkxjPbaKzXjfq	79.0	2000	0.542	0.853	3.0	0.0	0.37	105.256	216933
onion::VP3HX2fMMqIH0gnJ	VP3HX2fMMqIH0gnJ	14EUcXXpqrC03Dzzdj8bGr	52.0	1988	0.685	0.307	0.0	1.0	0.5589999999999999	114.981	266194
onion::VPYlbZfsl9ncDM5z	VPYlbZfsl9ncDM5z	5UH7r8pCQy4nC3GTEk3hu5	10.0	2002	0.43	0.66	9.0	1.0	0.662	121.997	198600
onion::VQNEHXmIFhFR4mNS	VQNEHXmIFhFR4mNS	6EJiVf7U0p1BBfs0qqeb1f	65.0	2017	0.7	0.907	2.0	1.0	0.596	114.922	207960
onion::VT3mPpvZkjxW3LoZ	VT3mPpvZkjxW3LoZ	0cjvRZVV217eDcZXXTHxBl	44.0	2015	0.746	0.419	11.0	1.0	0.225	131.958	238146
onion::VUYjqseTlol31WfH	VUYjqseTlol31WfH	4pN5iBtBAjDzxtXum40oNj	36.0	2007	0.426	0.904	10.0	1.0	0.316	140.026	261360
onion::VV1qSjtfptll385f	VV1qSjtfptll385f	2HXnjMxrO4QccqE3Grwmd0	39.0	1969	0.476	0.194	0.0	1.0	0.371	145.945	143067
onion::VWrUykeicslfUToY	VWrUykeicslfUToY	0jhxxEBzlvuDqAqV9i9Iuc	45.0	2016	0.6459999999999999	0.8370000000000001	6.0	1.0	0.326	100.04	188333
onion::VYzHRsHTECosF8iP	VYzHRsHTECosF8iP	6JI5wNWYdBw68GZjOMmgK5	58.0	1995	0.711	0.62	11.0	0.0	0.805	179.817	217627
onion::Vau8uKDEgGIfwLbL	Vau8uKDEgGIfwLbL	6YsCKt3qj4x4KhFqg7Rz7G	22.0	2015	0.348	0.846	1.0	1.0	0.121	197.961	216633
onion::VcVbOWfr1DzQc7vE	VcVbOWfr1DzQc7vE	3ZH8mv5AfnCUY7pxbO52uu	55.0	2018	0.529	0.93	0.0	0.0	0.365	109.005	238985
onion::Vd9RjStAUOa8FORV	Vd9RjStAUOa8FORV	5ynxx6zC4dgzsMHLYQ04Dc	65.0	2005	0.546	0.959	8.0	1.0	0.416	127.831	207213
onion::VfQLaeVN27thhxfM	VfQLaeVN27thhxfM	2pONuBYwWrNm9jcJH6hmPc	52.0	2006	0.188	0.952	0.0	1.0	0.152	155.97299999999996	283467
onion::VkxvKHacOt0QMWEG	VkxvKHacOt0QMWEG	4UTcVahmFMlHk4hkZrI47v	32.0	1989	0.203	0.0306	4.0	1.0	0.0371	149.94799999999995	398067
onion::VmxNq22lP2rOXmkR	VmxNq22lP2rOXmkR	57yL3161hUMuw06zzzUCHi	65.0	2015	0.7190000000000001	0.645	2.0	0.0	0.69	123.02	191493
onion::VoHtMh3XQuGv56mS	VoHtMh3XQuGv56mS	0y5u8YRqydwjCTU7fp1z65	34.0	2013	0.267	0.6509999999999999	2.0	1.0	0.601	166.796	151867
onion::Vrb1bpufls9Y5J0F	Vrb1bpufls9Y5J0F	6fkEXnxYYmw9n9VUkN4Eh3	52.0	2017	0.639	0.259	5.0	0.0	0.28800000000000003	77.98100000000002	135497
onion::VsvjCo9M2ka3zA5K	VsvjCo9M2ka3zA5K	7gl4P3X846By90qi9uolSM	28.0	1982	0.8079999999999999	0.542	11.0	1.0	0.691	91.365	275800
onion::VuKzMC7GCagtroTb	VuKzMC7GCagtroTb	0wv8dVb5uaLUdVrTSMbEpw	34.0	2018	0.248	0.669	11.0	0.0	0.226	96.237	111008
onion::VxrhVIrwCzyy0njD	VxrhVIrwCzyy0njD	0VmzazQQ0Mo1vJldr5NxTW	50.0	2005	0.561	0.278	8.0	1.0	0.192	79.655	190171
onion::VzKbl3KHT5TORDva	VzKbl3KHT5TORDva	6l3A2EWZSOA8LTMmzRCyD3	41.0	2013	0.116	0.804	7.0	1.0	0.0957	82.211	554573
onion::WBZXGy6cWwR2hWdG	WBZXGy6cWwR2hWdG	0pJTrMWCiR0TuJ5FApIqrz	52.0	2012	0.394	0.905	7.0	1.0	0.441	101.121	312213
onion::WHKzYDWqUGfak39R	WHKzYDWqUGfak39R	5e5MKPtJuFb8NaeSEyV5gD	52.0	2008	0.611	0.4	0.0	0.0	0.313	172.662	377600
onion::WIqtiSJw7dRnNpgl	WIqtiSJw7dRnNpgl	6Jjwks2VgLrv5FkWmYOGsy	36.0	2014	0.544	0.96	10.0	0.0	0.388	110.031	245627
onion::WMPyZbE6EvI5f4wF	WMPyZbE6EvI5f4wF	5xTtaWoae3wi06K5WfVUUH	65.0	2014	0.648	0.785	7.0	1.0	0.943	160.02	219200
onion::WRvvdomVdDrx2JGR	WRvvdomVdDrx2JGR	7MKFtAnWUeJBYTXZCsHQxH	39.0	2010	0.434	0.8109999999999999	11.0	1.0	0.531	84.852	229373
onion::WT95PUdT8zRmJd9q	WT95PUdT8zRmJd9q	6epvwUINain4iSHCTWA0sj	62.0	2017	0.55	0.363	5.0	1.0	0.28600000000000003	121.94	230293
onion::WVF8FI0OudiTPp4a	WVF8FI0OudiTPp4a	64Y67Evd1euO5Bokekma3g	36.0	2012	0.456	0.79	11.0	1.0	0.0606	134.795	240480
onion::WWXkHEiWJuBoE9bj	WWXkHEiWJuBoE9bj	1k1Bqnv2R0uJXQN4u6LKYt	72.0	1971	0.479	0.416	4.0	0.0	0.514	79.593	125093
onion::WXBxVtE1T7OhxhgT	WXBxVtE1T7OhxhgT	7s0YfJE6hNNYq9BV26iCw6	47.0	2012	0.7	0.775	1.0	1.0	0.7509999999999999	134.93200000000002	272920
onion::WZufWxPELH3aI4nm	WZufWxPELH3aI4nm	3n3S5cH3IyaOswY2XSUGTS	57.0	2013	0.8109999999999999	0.895	5.0	0.0	0.736	121.01	233720
onion::Watr4MvWFxo9I2I6	Watr4MvWFxo9I2I6	1LzNfuep1bnAUR9skqdHCK	68.0	1993	0.42	0.33	9.0	1.0	0.175	157.143	295600
onion::Wk8yYIWx81WiAK6M	Wk8yYIWx81WiAK6M	3DrjZArsPsoqbLzUZZV1Id	57.0	2010	0.529	0.67	2.0	1.0	0.28600000000000003	141.893	293027
onion::WmUu4mwQ1L184aBX	WmUu4mwQ1L184aBX	0upcwsWXAgtSFAG72Ry9em	44.0	2014	0.515	0.913	8.0	1.0	0.266	119.989	279680
onion::WpI7Zt9uU5XXQ2Xc	WpI7Zt9uU5XXQ2Xc	6dRAAG4sB71NAtVCHJep7s	61.0	2002	0.468	0.851	11.0	1.0	0.293	92.079	252360
onion::WsuAXHFddjZcaina	WsuAXHFddjZcaina	5imSIRUGtX4aeRRA81UakE	43.0	2015	0.544	0.415	4.0	1.0	0.0662	160.036	156720
onion::X0pXNAUnBirw99sB	X0pXNAUnBirw99sB	2JAsk7FasddbmMMxDCre5Z	31.0	2004	0.332	0.969	2.0	0.0	0.409	191.297	231987
onion::X1BgqU5qCsUEIzuR	X1BgqU5qCsUEIzuR	014Y7CPce02N9bir2M1ePw	34.0	1997	0.725	0.7170000000000001	10.0	1.0	0.731	110.165	221093
onion::X4ws3hW4yKZyFPi6	X4ws3hW4yKZyFPi6	4lXHVnmDO5u62tGJIpTafd	48.0	2012	0.382	0.589	6.0	1.0	0.511	65.627	231574
onion::X5zZal6iV79GSKr9	X5zZal6iV79GSKr9	1yvSMyZn27M4wEslpSvB0D	56.0	2014	0.621	0.585	10.0	0.0	0.6679999999999999	132.004	199747
onion::X7zC5FM0aqkE1MyW	X7zC5FM0aqkE1MyW	05rQNWjxu8XCVoOqxXdH1v	27.0	1997	0.6609999999999999	0.908	1.0	1.0	0.32	146.099	272733
onion::X9C8abU2VMxHdtlr	X9C8abU2VMxHdtlr	4rtZtLpriBscg7zta3TZxp	45.0	1993	0.468	0.531	1.0	0.0	0.532	135.999	234747
onion::XIxDyGKYBp4hPsqd	XIxDyGKYBp4hPsqd	2z3joGXrdGL2iEjIKQTiN1	60.0	2016	0.857	0.378	7.0	0.0	0.626	119.976	194347
onion::XJl4LVqoSF60ESul	XJl4LVqoSF60ESul	2u0YkYdMURMEhQ6qo3pYEI	24.0	2000	0.259	0.412	1.0	0.0	0.0487	78.671	231800
onion::XLwCwVGxrag0STCB	XLwCwVGxrag0STCB	6255IIBwKySv6RYrOeHfQh	58.0	2016	0.483	0.486	0.0	1.0	0.466	92.048	193049
onion::XMVsifKgldTqJs57	XMVsifKgldTqJs57	7ARveOiD31w2Nq0n5FsSf8	63.0	2017	0.622	0.58	1.0	0.0	0.512	104.41	221874
onion::XN8vWgD1UDDJpx7b	XN8vWgD1UDDJpx7b	2Q69jVyQtMrlQkk9JY8Gah	32.0	2015	0.636	0.7190000000000001	0.0	0.0	0.826	112.988	231624
onion::XULJ1Q8mPwhmaDI4	XULJ1Q8mPwhmaDI4	2KwhAuxkPrKtXquWmilxU5	42.0	2002	0.679	0.883	1.0	0.0	0.161	129.989	261507
onion::XVRVcL5BhbYuvzE8	XVRVcL5BhbYuvzE8	6iEJ90sA52ES12sTH5WI8X	28.0	2008	0.493	0.805	9.0	0.0	0.596	174.09900000000005	166787
onion::Xccqfq1iLhRkBK8X	Xccqfq1iLhRkBK8X	2dURQIBrw3XcHyVZlfdpC1	49.0	1986	0.852	0.523	5.0	0.0	0.65	130.154	237533
onion::Xeg0EdihyYTTUHpr	Xeg0EdihyYTTUHpr	0TZ1MAPCWb2jpaKzS5Muyz	48.0	2003	0.652	0.897	8.0	1.0	0.913	134.923	209973
onion::XfNurIuPSNa8dQ6Q	XfNurIuPSNa8dQ6Q	3GU3cgve2Tzbrxmjs121uE	30.0	2006	0.4	0.7859999999999999	0.0	1.0	0.425	134.036	239800
onion::Xkdw9KM4zM5rKBcK	Xkdw9KM4zM5rKBcK	6L4PjBaEjTxI0sOBGq8OQg	49.0	2010	0.541	0.91	8.0	1.0	0.35100000000000003	143.02200000000005	212813
onion::Xm179WKmp7ijmhPe	Xm179WKmp7ijmhPe	4znkNgqRMCF12mY7EbklsA	44.0	1998	0.815	0.626	0.0	1.0	0.825	106.47	258000
onion::Xmii62SVM0URMT8o	Xmii62SVM0URMT8o	6LNwTodkmxsc2dKRJWQr6y	45.0	2003	0.64	0.321	3.0	1.0	0.35600000000000004	135.799	215920
onion::Xo4dvoW8kWkau1Es	Xo4dvoW8kWkau1Es	7jJTRLLwHQsHtBBYCCmqQR	54.0	2016	0.557	0.8220000000000001	11.0	0.0	0.153	115.979	178566
onion::XoY8T61sLS65WoZS	XoY8T61sLS65WoZS	4hEhOvEz9tulJQXZ7hiqkz	53.0	2014	0.6509999999999999	0.294	6.0	1.0	0.417	129.827	138154
onion::XpLiPdRr59XJodt3	XpLiPdRr59XJodt3	1HwbgJAU9PZ7YbzKgVgoIF	54.0	2012	0.532	0.614	7.0	1.0	0.638	124.813	148760
onion::XqOV1T6nanrsoqh0	XqOV1T6nanrsoqh0	6KtLECDztnah63TNmV4Plw	61.0	2001	0.246	0.768	9.0	1.0	0.35	169.873	212733
onion::XwN0rgXz1jrR6RMD	XwN0rgXz1jrR6RMD	6n9yCXvLhnYMgJIiIcMu7D	65.0	2005	0.616	0.91	0.0	1.0	0.693	144.07299999999995	252040
onion::XxOxA63RlBLw1IPR	XxOxA63RlBLw1IPR	2H0oiflYrs8PPjOxZ5TdIu	51.0	1998	0.6659999999999999	0.5660000000000001	0.0	1.0	0.308	137.97899999999998	335267
onion::Y1VFFOLDxAqfz3Bj	Y1VFFOLDxAqfz3Bj	3X0ImV8suxzKKqiEk2qFlW	23.0	2007	0.56	0.825	0.0	0.0	0.408	108.003	224907
onion::Y27ivYBGVTTu1Pzo	Y27ivYBGVTTu1Pzo	7wzNovIu5urOjulGX4VzFo	48.0	2012	0.35700000000000004	0.996	3.0	0.0	0.278	183.039	175453
onion::Y7mUC1TOZSrTXXT5	Y7mUC1TOZSrTXXT5	7pv80uUHfocFqfTytu1MVi	61.0	2000	0.753	0.472	3.0	0.0	0.816	135.276	238733
onion::YBnRQGFsQ0oQ363W	YBnRQGFsQ0oQ363W	7IA5lo7PqGbbja2xS498GN	40.0	2011	0.329	0.995	11.0	1.0	0.32299999999999995	187.035	199907
onion::YFS3vFgJzywJ44sM	YFS3vFgJzywJ44sM	6mEDMe0zG5pYrsRxizjauk	39.0	2011	0.654	0.922	1.0	1.0	0.669	127.047	242587
onion::YHeh8ZTEv3Q86BVb	YHeh8ZTEv3Q86BVb	7z3N2W7Xz1t2G2sAO8wFVH	63.0	2004	0.7959999999999999	0.477	1.0	1.0	0.685	119.928	231933
onion::YS055gvVpTUjlfVE	YS055gvVpTUjlfVE	5JUufCEin0aXyFLXCzJbUL	57.0	2013	0.675	0.97	8.0	1.0	0.568	106.973	213371
onion::YStgiZpspJrRXuoK	YStgiZpspJrRXuoK	3ENHpbTuY72FukZbwGP6bc	58.0	2001	0.611	0.648	0.0	1.0	0.457	132.983	254200
onion::YYvBQLgyCJ3JZu8d	YYvBQLgyCJ3JZu8d	5619Ojc6t9evEEs3B7Drhe	65.0	2007	0.618	0.955	4.0	1.0	0.79	150.034	179947
onion::YexQxeR024RLVLdi	YexQxeR024RLVLdi	1mRTSIs40qa2L7omBzQd1u	45.0	2006	0.601	0.5579999999999999	4.0	0.0	0.416	92.948	229520
onion::YjMDAQLvnsYDRNiS	YjMDAQLvnsYDRNiS	3zWC1keGhHYD7omS4If9TD	48.0	2011	0.564	0.2	0.0	1.0	0.0647	92.904	87750
onion::Yk2h0FtzKJOwJNyT	Yk2h0FtzKJOwJNyT	3MgZPnNyZGISgClnS2Bth1	33.0	2010	0.561	0.919	2.0	1.0	0.41	119.898	195027
onion::Yn7WseVfyT5I7mb2	Yn7WseVfyT5I7mb2	4RJoZWtDSxv6mBNFVLV3RU	30.0	2005	0.28600000000000003	0.679	8.0	0.0	0.187	80.14699999999998	278707
onion::Yo7LaTaktvweywUt	Yo7LaTaktvweywUt	07kBp5VuebubsozpQd3nyK	48.0	2007	0.3720000000000001	0.898	2.0	1.0	0.299	178.829	209720
onion::Z1NtUgfD1t8GpUeb	Z1NtUgfD1t8GpUeb	6UBQONiLH8kNmmB8UrV2Ef	53.0	1981	0.921	0.529	2.0	1.0	0.7240000000000001	102.941	334360
onion::Z7Jm3Zvo8zboXwhY	Z7Jm3Zvo8zboXwhY	468OIV1LzYrm3rluVKl8AU	39.0	2009	0.583	0.804	6.0	1.0	0.654	134.036	187307
onion::Z7QnpPTgYsc4TVLA	Z7QnpPTgYsc4TVLA	1Vej0qeQ3ioKwpI6FUbRv1	69.0	2000	0.524	0.939	9.0	1.0	0.6609999999999999	150.184	184867
onion::ZAafbXwem2GMcESg	ZAafbXwem2GMcESg	6Ey4n9xdtS61rZRBy1LNzh	30.0	2008	0.723	0.84	0.0	1.0	0.912	134.972	275187
onion::ZBXTSrSGEHbLlNnF	ZBXTSrSGEHbLlNnF	1NCZMAnGrzUmpBzkBlJjNw	55.0	2018	0.711	0.382	8.0	1.0	0.62	128.023	175000
onion::ZHb6P1WhuRwNm4U2	ZHb6P1WhuRwNm4U2	5FFQbvn7055P1DvgJDdCBP	37.0	2007	0.718	0.527	4.0	0.0	0.515	124.342	228360
onion::ZLN3e0k2wN7RAT8a	ZLN3e0k2wN7RAT8a	4Rc4r5WRsNDQqZn45b0sje	19.0	2010	0.706	0.622	2.0	1.0	0.389	103.003	205907
onion::ZPl3KSgZj1BUJRQO	ZPl3KSgZj1BUJRQO	3v2XiE8ztYHOsrjIBN4Xh2	50.0	2009	0.422	0.974	5.0	1.0	0.464	156.10299999999995	184920
onion::ZRF4SPeG6xWfrtMA	ZRF4SPeG6xWfrtMA	6dYcUcj1TyZZES5ivtjLdk	51.0	2015	0.455	0.37	2.0	0.0	0.125	73.683	233000
onion::ZU8EkbQHnwSln40p	ZU8EkbQHnwSln40p	36YLqJHsNHHODwX5gDPEBb	51.0	2013	0.586	0.954	2.0	1.0	0.84	107.087	239853
onion::ZUj5krqZHiqkDkyF	ZUj5krqZHiqkDkyF	3LuLUNgRmmgcr14dTIWH2S	47.0	2016	0.856	0.863	10.0	0.0	0.6729999999999999	124.998	243840
onion::ZVhGZFAetMlJYmJE	ZVhGZFAetMlJYmJE	0afGLa6wcYiLLXFZ48ZQpY	61.0	2017	0.667	0.316	0.0	1.0	0.156	100.998	313663
onion::ZWyNkL5X8dmwrSRi	ZWyNkL5X8dmwrSRi	1EZWOehr1jzLaQCIS9fYIP	34.0	2009	0.679	0.716	1.0	1.0	0.7709999999999999	114.025	222427
onion::ZXWct312iySKsSfV	ZXWct312iySKsSfV	5r37NetsrDZOMuOev51PHL	42.0	2006	0.332	0.976	8.0	1.0	0.419	76.211	236013
onion::ZbUzZfrtlhSC5rXD	ZbUzZfrtlhSC5rXD	721pXflhiZHuHCTCrNkLmj	32.0	2018	0.52	0.873	0.0	1.0	0.526	128.991	145491
onion::ZhK2fvEMyTR7RLma	ZhK2fvEMyTR7RLma	4FEr6dIdH6EqLKR0jB560J	48.0	2012	0.285	0.613	5.0	1.0	0.0772	126.628	413347
onion::Zmnz6K3NeKpTG08k	Zmnz6K3NeKpTG08k	6AMEHNhqK1qwCEJX9UBjEQ	28.0	2003	0.413	0.928	4.0	1.0	0.184	125.994	243707
onion::ZqydFxq4jKqa4lJi	ZqydFxq4jKqa4lJi	6HlFxHQ5nn6HYGxOOYIrLm	51.0	2002	0.593	0.933	5.0	1.0	0.4970000000000001	153.993	272920
onion::ZwFVaHCpLrYAI9zD	ZwFVaHCpLrYAI9zD	4ZVXIvpsUZgTZkagvUjykx	40.0	2017	0.588	0.916	8.0	0.0	0.7609999999999999	138.002	193440
onion::ZzRNeJcFDGKzRqih	ZzRNeJcFDGKzRqih	7kriFJLY2KOhw5en9iI2jb	53.0	1971	0.285	0.322	6.0	0.0	0.142	134.042	1412451
onion::a3KMlR3uEQpcozen	a3KMlR3uEQpcozen	7LY0R33pPIFr0Y64VZC9Wo	37.0	2002	0.418	0.6859999999999999	5.0	1.0	0.547	75.241	235493
onion::a8m0CJpNKmf905WS	a8m0CJpNKmf905WS	6xkryXuiZU360Lngd4sx13	65.0	1995	0.6709999999999999	0.727	7.0	1.0	0.8009999999999999	102.358	243493
onion::aD1VdAWXO2sE8vxg	aD1VdAWXO2sE8vxg	3TBloc9IQiHGWkzOSPoUA2	42.0	2000	0.562	0.872	6.0	0.0	0.6459999999999999	150.20600000000005	274573
onion::aH6RAGlo8Ltk7HMv	aH6RAGlo8Ltk7HMv	1aWYAQICESeHj2Xauv1Zfd	44.0	2008	0.435	0.893	7.0	1.0	0.433	164.29	208600
onion::aIrb4rQsuIBAUgEY	aIrb4rQsuIBAUgEY	7fp41IDi1dqARoX0Nuvz5O	54.0	2017	0.8809999999999999	0.639	7.0	1.0	0.8640000000000001	112.645	153413
onion::aKlZWBqnnxbbhe5r	aKlZWBqnnxbbhe5r	429IbFR4yp2J81CeTwF5iY	64.0	2001	0.487	0.898	5.0	1.0	0.597	135.33100000000002	220027
onion::aR0wo7I5yDjrpid9	aR0wo7I5yDjrpid9	4fo7zZTzAJd66iUxDQ5xUD	48.0	2010	0.42	0.952	10.0	0.0	0.626	132.987	271416
onion::aRwLNiOclszYg3B3	aRwLNiOclszYg3B3	3KzJpMb6ttHB1en0fwDj4U	25.0	1988	0.4370000000000001	0.848	11.0	0.0	0.503	197.789	285067
onion::aXloBocgj4dfcnG6	aXloBocgj4dfcnG6	0Dz49qemTOjX9RcPZzIl2q	43.0	2010	0.608	0.68	5.0	0.0	0.419	85.962	356453
onion::ac6wmKasI8UeC1R9	ac6wmKasI8UeC1R9	27ViQppP3LZPCJl2A0w9kp	55.0	2001	0.63	0.5760000000000001	7.0	0.0	0.471	138.009	338280
onion::acRcYe7lAKDHr5ca	acRcYe7lAKDHr5ca	334dGM2YusM2XejQdldax2	37.0	2006	0.373	0.915	7.0	1.0	0.217	128.796	402573
onion::aelKmXCNJPMQjJh8	aelKmXCNJPMQjJh8	1Je1IMUlBXcx1Fz0WE7oPT	77.0	1996	0.768	0.8640000000000001	11.0	1.0	0.8909999999999999	110.008	173027
onion::ah5SdnvHRrM54zos	ah5SdnvHRrM54zos	4JZw9iPZpOQetcFnssohqT	26.0	2012	0.4270000000000001	0.981	7.0	1.0	0.0986	105.037	324840
onion::aheUzQlNKIlDfSkw	aheUzQlNKIlDfSkw	4PMmwowVLOajPdiKnrU1vK	52.0	2016	0.626	0.706	0.0	1.0	0.378	113.994	326521
onion::ahel3LyBN072Xsyg	ahel3LyBN072Xsyg	0GYTAipuswOBWFtk06kFCL	45.0	1997	0.482	0.946	9.0	1.0	0.867	115.883	198093
